care_site_id,care_site_name,ward,room,bed,building,slug,bednumber,bay,sideroom,mortimer_market,waiting_room,RNTNE,ENT_ED,macmillan_cc,CHALF,POOL,tottenham_court_road,RLHIM,UCH,RESUS,MAJ,EDH,MINORS,patient_lounge,slug_room
286471313,T13S^T13S BY07^BY07-44,T13S,T13S BY07,BY07-44,NA,NA,44,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286471322,T09S^T09S BY08^BY08-37,T09S,T09S BY08,BY08-37,UCH Tower,T9 South - Surgical and Gastroenterology,37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286471333,T01^T01 BY04^BY04-51B,T01,T01 BY04,BY04-51B,UCH Tower,AMU,51B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286471335,T09S^T09S BY07^BY07-34,T09S,T09S BY07,BY07-34,UCH Tower,T9 South - Surgical and Gastroenterology,34,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286471337,T13S^T13S BY07^BY07-42,T13S,T13S BY07,BY07-42,NA,NA,42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286471350,T01^T01 BY02^BY02-17G,T01,T01 BY02,BY02-17G,UCH Tower,AMU,17G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286471352,T01^T01 SR03^SR03-03Y,T01,T01 SR03,SR03-03Y,UCH Tower,AMU,03Y,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286471359,T01^T01 BY04^BY04-50B,T01,T01 BY04,BY04-50B,UCH Tower,AMU,50B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286471361,T13S^T13S BY06^BY06-38,T13S,T13S BY06,BY06-38,NA,NA,38,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286472145,HS15^T15N SR12^SR12-12,HS15,T15N SR12,SR12-12,NA,NA,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286472148,T03^T03 SR04^SR04-04,T03,T03 SR04,SR04-04,UCH Tower,Critical Care,04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286472150,HS15^T15N WAITING^WAIT,HS15,T15N WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286472161,MMCHCA^MCCHCA BY01^BY01-CH01,MMCHCA,MCCHCA BY01,BY01-CH01,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286472164,MMCHCA^MCCHCA BY01^BY01-CH02,MMCHCA,MCCHCA BY01,BY01-CH02,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286472177,MMCHCA^MCCHCA BY01^BY01-CH04,MMCHCA,MCCHCA BY01,BY01-CH04,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286472213,HS15^T15N SR06^SR06-06,HS15,T15N SR06,SR06-06,NA,NA,06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286474125,T10S^T10S BY13^BY13-62,T10S,T10S BY13,BY13-62,UCH Tower,T10,62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286474431,T12S^T12S BY06^BY06-37,T12S,T12S BY06,BY06-37,UCH Tower,T12 South - Adolescent Inpatient Unit,37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286474436,T12S^T12S BY05^BY05-30,T12S,T12S BY05,BY05-30,UCH Tower,T12 South - Adolescent Inpatient Unit,30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286474499,MCUN^E03MCUN BY07^BY07-C24A,MCUN,E03MCUN BY07,BY07-C24A,NA,NA,C24A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286474505,T11S^T11S CB39^CB39-39,T11S,T11S CB39,CB39-39,UCH Tower,T11 South  - Acute Paediatric Inpatients,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286474509,ED^UCHED PAEDS03^03-PAEDS,ED,UCHED PAEDS03,03-PAEDS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAEDS
286474513,T11S^T11S CB37^CB37-37,T11S,T11S CB37,CB37-37,UCH Tower,T11 South  - Acute Paediatric Inpatients,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286474588,T14N^T14N SR22^SR22-22,T14N,T14N SR22,SR22-22,UCH Tower,T14 North - Oncology,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286476994,T10S^T10S SR41^SR41-41,T10S,T10S SR41,SR41-41,UCH Tower,T10,41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286477048,T01^T01 BY02^BY02-26G,T01,T01 BY02,BY02-26G,UCH Tower,AMU,26G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286479797,MCUN^E03MCUN BY08^BY08-C26A,MCUN,E03MCUN BY08,BY08-C26A,NA,NA,C26A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286479853,WSU3^W03W SR02^SR02-308,WSU3,W03W SR02,SR02-308,Westmoreland Street,WMS 3rd floor Urology,308,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286480348,T09S^T09S BY08^BY08-39,T09S,T09S BY08,BY08-39,UCH Tower,T9 South - Surgical and Gastroenterology,39,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286480365,T01^T01 BY03^BY03-31R,T01,T01 BY03,BY03-31R,UCH Tower,AMU,31R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286481490,ED^UCHED UTC PL^TREATMENT ROOM,ED,UCHED UTC PL,TREATMENT ROOM,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
286481512,T08S^T08S BY01^BY01-25,T08S,T08S BY01,BY01-25,UCH Tower,T8 South ID,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286481514,T08S^T08S SR29^SR29-29,T08S,T08S SR29,SR29-29,UCH Tower,T8 South ID,29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286482461,DCNQ^RLHIMDCU CH40^CH40-40,DCNQ,RLHIMDCU CH40,CH40-40,NA,NA,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286482468,DCNQ^RLHIMDCU CH21^CH21-21,DCNQ,RLHIMDCU CH21,CH21-21,NA,NA,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286482492,DCNQ^RLHIMDCU CH22^CH22-22,DCNQ,RLHIMDCU CH22,CH22-22,NA,NA,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286482681,MCUN^E03MCUN BY08^BY08-C25B,MCUN,E03MCUN BY08,BY08-C25B,NA,NA,C25B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286483102,LYNQ^Q1LAA BY01^BY01-01,LYNQ,Q1LAA BY01,BY01-01,NA,NA,01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286483158,ED^UCHED WR POOL^WR,ED,UCHED WR POOL,WR,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286483182,CRF^TCR CRF BY01^BY01-09,CRF,TCR CRF BY01,BY01-09,NA,NA,09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286483344,ED^UCHED RAT10^RAT-CHAIR-10,ED,UCHED RAT10,RAT-CHAIR-10,UCH Tower,Emergency Department,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER
286483357,WST4^W04W BY03^BY03-05,WST4,W04W BY03,BY03-05,Westmoreland Street,WMS 4th floor Thoracic,05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286483371,ONCSUP^MCCSUP SR21^SR21,ONCSUP,MCCSUP SR21,SR21,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286483894,T16S^T16S SR33^SR33-33,T16S,T16S SR33,SR33-33,NA,NA,33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286483957,T09N^T09N BY05^BY05-24,T09N,T09N BY05,BY05-24,UCH Tower,T9 North -  Surgical and Gastro,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485090,LWN^E02LWN SR08^SR08-C02,LWN,E02LWN SR08,SR08-C02,NA,NA,C02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485092,NICU^NICU NU03^NU03-12,NICU,NICU NU03,NU03-12,EGA,NA,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485094,SCBU^SCBU NU06^NU06-24,SCBU,SCBU NU06,NU06-24,NA,NA,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485096,MCUN^E03MCUN BY10^BY10-C36A,MCUN,E03MCUN BY10,BY10-C36A,NA,NA,C36A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485850,CWRD^RNTNEC BY02^BY02-18,CWRD,RNTNEC BY02,BY02-18,NA,NA,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485881,T07^T07N BY04^BY04-22,T07,T07N BY04,BY04-22,UCH Tower,T7 COE,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485884,SPEV^OFF EVERGRN BY02^BY02-08,SPEV,OFF EVERGRN BY02,BY02-08,NA,NA,08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485892,T07S^T07S SR46^SR46-46,T07S,T07S SR46,SR46-46,UCH Tower,T7 South,46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485894,T07^T07N BY03^BY03-16,T07,T07N BY03,BY03-16,UCH Tower,T7 COE,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286485896,T07^T07N SR10^SR10-10,T07,T07N SR10,SR10-10,UCH Tower,T7 COE,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286486404,WST4^W04W BY02^BY02-04,WST4,W04W BY02,BY02-04,Westmoreland Street,WMS 4th floor Thoracic,04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286486651,ONCSUP^MCCSUP SR19A^SR19A,ONCSUP,MCCSUP SR19A,SR19A,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286487007,MCUN^E03MCUN BY04^BY04-C14A,MCUN,E03MCUN BY04,BY04-C14A,NA,NA,C14A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286487166,T13S^T13S BY04^BY04-33,T13S,T13S BY04,BY04-33,NA,NA,33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286487680,T16S^T16S SR35^SR35-35,T16S,T16S SR35,SR35-35,NA,NA,35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286489390,T14S^T14S SR40^SR40-40,T14S,T14S SR40,SR40-40,NA,NA,40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286489666,T01^T01 BY01^BY01-07Y,T01,T01 BY01,BY01-07Y,UCH Tower,AMU,07Y,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286489670,T08N^T08N BY01^BY01-03,T08N,T08N BY01,BY01-03,UCH Tower,T8 North Respiratory Medicine,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286489706,EAU^UCH T00 EAU BY01^BY01-03,EAU,UCH T00 EAU BY01,BY01-03,NA,NA,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286489713,T01^T01 BY03^BY03-35R,T01,T01 BY03,BY03-35R,UCH Tower,AMU,35R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286489715,T01^T01 BY03^BY03-32R,T01,T01 BY03,BY03-32R,UCH Tower,AMU,32R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286489838,T06H^T06H BY02^BY02-06,T06H,T06H BY02,BY02-06,UCH Tower,T6 North  Head and Neck,06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286490063,T06H^T06H BY03^BY03-16,T06H,T06H BY03,BY03-16,UCH Tower,T6 North  Head and Neck,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286490537,DCNQ^RLHIMDCU CH34^CH34-34,DCNQ,RLHIMDCU CH34,CH34-34,NA,NA,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286490566,DCNQ^RLHIMDCU CH39^CH39-39,DCNQ,RLHIMDCU CH39,CH39-39,NA,NA,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286490571,DCNQ^RLHIMDCU CH20^CH20-20,DCNQ,RLHIMDCU CH20,CH20-20,NA,NA,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286490852,T06G^T06G BY57^BY57-57,T06G,T06G BY57,BY57-57,UCH Tower,T6 Gynaecology,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286491552,CCIC^MCCDAY BD16^BD16,CCIC,MCCDAY BD16,BD16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286491564,T06G^T06G SR47^SR47-47,T06G,T06G SR47,SR47-47,UCH Tower,T6 Gynaecology,47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286491579,CCIC^MCCDAY SR17^SR17-17,CCIC,MCCDAY SR17,SR17-17,NA,NA,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286491876,T01^T01 BY02^BY02-19G,T01,T01 BY02,BY02-19G,UCH Tower,AMU,19G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286491884,EAU^UCH T00 EAU BY02^BY02-09,EAU,UCH T00 EAU BY02,BY02-09,NA,NA,09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286491888,T07S^T07S BY11^BY11-48,T07S,T07S BY11,BY11-48,UCH Tower,T7 South,48,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286492232,WSU3^W03W BY06^BY06-318,WSU3,W03W BY06,BY06-318,Westmoreland Street,WMS 3rd floor Urology,318,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286492807,T14N^T14N BY01^BY01-06,T14N,T14N BY01,BY01-06,UCH Tower,T14 North - Oncology,06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286493151,T08N^T08N SR20^SR20-20,T08N,T08N SR20,SR20-20,UCH Tower,T8 North Respiratory Medicine,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286493759,BSNQ^C3BS BY03^BY03-17,BSNQ,C3BS BY03,BY03-17,NA,NA,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286494032,WST4^W04W BY05^BY05-14,WST4,W04W BY05,BY05-14,Westmoreland Street,WMS 4th floor Thoracic,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286494622,EAU^UCH T00 EAU BY01^BY01-05,EAU,UCH T00 EAU BY01,BY01-05,NA,NA,05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286494634,WSU3^W03W BY02^BY02-307,WSU3,W03W BY02,BY02-307,Westmoreland Street,WMS 3rd floor Urology,307,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286494851,LWN^E02LWN SR09^SR09-C01,LWN,E02LWN SR09,SR09-C01,NA,NA,C01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286494853,COBN^E02COBN BY01^BY01-C01A,COBN,E02COBN BY01,BY01-C01A,NA,NA,C01A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286494855,MCUN^E03MCUN BY05^BY05-C15A,MCUN,E03MCUN BY05,BY05-C15A,NA,NA,C15A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286494857,MCUN^E03MCUN BY10^BY10-C34A,MCUN,E03MCUN BY10,BY10-C34A,NA,NA,C34A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286495063,CCAC^MCCACU CH02^CH02,CCAC,MCCACU CH02,CH02,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286495487,T14N^T14N BY04^BY04-25,T14N,T14N BY04,BY04-25,UCH Tower,T14 North - Oncology,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286495664,NFNQ^C4NF SR06^SR06-06,NFNQ,C4NF SR06,SR06-06,NA,NA,06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286495707,T12S^T12S BY04^BY04-27,T12S,T12S BY04,BY04-27,UCH Tower,T12 South - Adolescent Inpatient Unit,27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286495714,T12S^T12S BY04^BY04-25,T12S,T12S BY04,BY04-25,UCH Tower,T12 South - Adolescent Inpatient Unit,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286495723,T12S^T12S BY04^BY04-26,T12S,T12S BY04,BY04-26,UCH Tower,T12 South - Adolescent Inpatient Unit,26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286495728,T12S^T12S CB29^CB29-29,T12S,T12S CB29,CB29-29,UCH Tower,T12 South - Adolescent Inpatient Unit,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286496040,ED^UCHED UTC12^12-UTC,ED,UCHED UTC12,12-UTC,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
